parcel_id,target_price,max_land_value_low,max_land_value_mid,max_land_value_high,per_unit_low,per_unit_mid,per_unit_high,assumption_set_version
08253780200000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780200000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780220000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780220000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780230000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780230000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780240000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780240000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780250000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780250000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780260000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780260000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780270000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780270000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780280000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780280000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780290000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780290000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780300000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780300000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780310000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780310000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780320000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780320000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780330000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780330000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780340000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780340000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780350000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780350000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780360000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780360000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780370000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780370000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780380000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780380000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253790010000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253790010000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253790020000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253790020000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253790030000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253790030000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253790040000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253790040000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253790050000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253790050000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253790060000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253790060000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253790070000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253790070000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253790080000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253790080000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253790090000,400000,-60000.0,365000.0,700000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253790090000,500000,440000.0,865000.0,1200000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253790100000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253790100000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800010000,400000,-72000.0,438000.0,840000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800010000,500000,528000.0,1038000.0,1440000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800020000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800020000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800030000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800030000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800040000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800040000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800050000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800050000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800060000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800060000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800070000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800070000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800080000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800080000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800090000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800090000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800100000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800100000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800110000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800110000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800120000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800120000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800130000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800130000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800140000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800140000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253800150000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253800150000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08254020050000,400000,-96000.0,584000.0,1120000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08254020050000,500000,704000.0,1384000.0,1920000.0,88000.0,173000.0,240000.0,v1.0-chat2
08254020060000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08254020060000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08254020070000,400000,-192000.0,1168000.0,2240000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08254020070000,500000,1408000.0,2768000.0,3840000.0,88000.0,173000.0,240000.0,v1.0-chat2
